rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
125,34.5,P4,720,appsec-node,nodegoat,wapiti,Cleartext Submission of Password: Password field password sent in clear text from URL http://nodegoat:4000/signup,high,,CWE-319,/signup,password,,,,False,,False,,0.0,,,"A password was submitted to the application using an unencrypted HTTP connection. This makes the password vulnerable to eavesdropping by attackers on the network, potentially leading to account compromise or further attacks.",[first_aid] Force HTTPS on all endpoints (HSTS) and disable cleartext listeners. | [full_remediation] Serve everything over TLS with modern ciphers; migrate internal links to HTTPS. | [scanner_guidance] Ensure that all password submissions and sensitive data transmissions are performed exclusively over HTTPS (HTTP Secure)
126,34.5,P4,720,appsec-node,nodegoat,wapiti,Cleartext Submission of Password: Password field verify sent in clear text from URL http://nodegoat:4000/signup,high,,CWE-319,/signup,verify,,,,False,,False,,0.0,,,"A password was submitted to the application using an unencrypted HTTP connection. This makes the password vulnerable to eavesdropping by attackers on the network, potentially leading to account compromise or further attacks.",[first_aid] Force HTTPS on all endpoints (HSTS) and disable cleartext listeners. | [full_remediation] Serve everything over TLS with modern ciphers; migrate internal links to HTTPS. | [scanner_guidance] Ensure that all password submissions and sensitive data transmissions are performed exclusively over HTTPS (HTTP Secure)
127,34.3,P4,720,appsec-web,juice_shop,trivy,glibc: glibc: Out-of-bounds write via TSIG record processing,medium,CVE-2026-5435,CWE-787,bkimminich/juice-shop:latest (debian 13.6),,,,,False,,False,,0.0,libc6,,"The deprecated functions ns_printrrf, ns_printrr and fp_nquery in the GNU C Library version 2.2 and newer fail to enforce the caller-supplied buffer length, and can result in an out-of-bounds write when printing TSIG records.","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] glibc: glibc: Out-of-bounds write via TSIG record processing"
128,34.3,P4,720,appsec-web,juice_shop,trivy,glibc: Glibc: Denial of Service via stack exhaustion during tilde expansion,medium,CVE-2026-6791,CWE-121,bkimminich/juice-shop:latest (debian 13.6),,,,,False,,False,,0.0,libc6,,"When expanding paths that begin with a tilde (~) followed by a username, the internal parse_tilde function extracts the username to determine the user's home directory.  The implementation allocates memory for this username directly on the stack using the strndupa macro. Because the size of this allocation was determined by the length of the user-supplied input without any bounds checks, passing an excessively long username e.g. thousands of characters, forces the thread to exhaust its stack space. Thus if an application passes untrusted, attacker-controlled input to the wordexp function, an attacker can trigger a stack clash.","[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] glibc: Glibc: Denial of Service via stack exhaustion during tilde expansion"
129,34.3,P4,720,appsec-web,juice_shop,trivy,minimatch: minimatch: Denial of Service due to unbounded recursive backtracking via crafted glob patterns,high,CVE-2026-27903,CWE-407,Node.js,,,,,False,,False,,0.0,minimatch,"10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.3","minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` performs unbounded recursive backtracking when a glob pattern contains multiple non-adjacent `**` (GLOBSTAR) segments and the input path does not match. The time complexity is O(C(n, k)) -- binomial -- where `n` is the number of path segments and `k` is the number of globstars. With k=11 and n=30, a call to the default `minimatch()` API stalls for roughly 5 seconds. With k=13, it exceeds 15 seconds. No memoization or call budget exists to bound this behavior. Any application where an attacker can influence the glob pattern passed to `minimatch()` is vulnerable. The realistic attack surface includes build tools and task runners that accept user-supplied glob arguments (ESLint, Webpack, Rollup config), multi-tenant systems where one tenant configures glob-based rules that run in a shared process, admin or developer interfaces that accept ignore-rule or filter configuration as globs, and CI/CD pipelines that evaluate user-submitted config files containing glob patterns. An attacker who can place a crafted pattern into any of these paths can stall the Node.js event loop for tens of seconds per invocation. The pattern is 56 bytes for a 5-second stall and does not require authentication in contexts where pattern input is part of the feature. Versions 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3 fix the issue.","[first_aid] Apply the vendor security patch for CVE-2026-27903; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package minimatch from 3.0.5 to 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.3 (fixed version) in the i | [scanner_guidance] Upgrade minimatch from 3.0.5 to 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, 3.1.3"
130,34.3,P4,720,appsec-web,juice_shop,trivy,node-tar: tar: node-tar: Arbitrary file overwrite via Unicode path collision race condition,high,CVE-2026-23950,CWE-176,Node.js,,,,,False,,False,,0.0,tar,7.5.4,"node-tar,a Tar for Node.js, has a race condition vulnerability in versions up to and including 7.5.3. This is due to an incomplete handling of Unicode path collisions in the `path-reservations` system. On case-insensitive or normalization-insensitive filesystems (such as macOS APFS, In which it has been tested), the library fails to lock colliding paths (e.g., `ß` and `ss`), allowing them to be processed in parallel. This bypasses the library's internal concurrency safeguards and permits Symlink Poisoning attacks via race conditions. The library uses a `PathReservations` system to ensure that metadata checks and file operations for the same path are serialized. This prevents race conditions where one entry might clobber another concurrently. This is a Race Condition which enables Arbitrary File Overwrite. This vulnerability affects users and systems using node-tar on macOS (APFS/HFS+). Because of using `NFD` Unicode normalization (in which `ß` and `ss` are different), conflicting paths do not have their order properly preserved under filesystems that ignore Unicode normalization (e.g., APFS (in which `ß` causes an inode collision with `ss`)). This enables an attacker to circumvent internal parallelization locks (`PathReservations`) using conflicting filenames within a malicious tar archive. The patch in version 7.5.4 updates `path-reservations.js` to use a normalization form that matches the target filesystem's behavior (e.g., `NFKD`), followed by first `toLocaleLowerCase('en')` and then `toLocaleUpperCase('en')`. As a workaround, users who cannot upgrade promptly, and who are programmatically using `node-tar` to extract arbitrary tarball data should filter out all `SymbolicLink` entries (as npm does) to defend against arbitrary file writes via this file system entry name collision issue.","[first_aid] Apply the vendor security patch for CVE-2026-23950; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 6.2.1 to 7.5.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 6.2.1 to 7.5.4"
131,34.3,P4,720,appsec-web,juice_shop,trivy,undici: undici vulnerable to HTTP header injection via Set-Cookie percent-decoding,medium,CVE-2026-9679,CWE-93,Node.js,,,,,False,,False,,0.0,undici,"6.27.0, 7.28.0, 8.5.0","Impact:
undici's cookie parser in parseSetCookie percent-decodes cookie values via qsUnescape, turning encoded sequences like %0D%0A, %00, %3B, and %3D into their literal byte equivalents. RFC 6265 §5.4 does not specify any decoding and browsers do not decode either.

Applications that parse a Set-Cookie header and then forward the parsed value into a response header (proxies, middleware, SSR frameworks) become vulnerable to HTTP response header injection: an attacker-controlled upstream can inject arbitrary Set-Cookie, Location, or Cache-Control headers into the application's downstream response, enabling session fixation, open redirect, or cache poisoning.

Affected applications are those that use undici's cookie parsing (parseSetCookie, parseCookie, getSetCookies) and forward the parsed cookie value into a response header.

This was introduced in undici 7.0.0 via PR #3789.

Patches:
Upgrade to undici v6.26.0, v7.28.0 or v8.5.0.

Workarounds:
If upgrade is not immediately possible, do not forward values returned by parseSetCookie/parseCookie/getSetCookies directly into response headers; sanitize the value first to strip or reject CR, LF, NUL, ;, and = bytes.","[first_aid] Apply the vendor security patch for CVE-2026-9679; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package undici from 5.29.0 to 6.27.0, 7.28.0, 8.5.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade undici from 5.29.0 to 6.27.0, 7.28.0, 8.5.0"
132,34.2,P4,720,appsec-legacy,bwapp,trivy,httpd: Uninitialized memory reflection in mod_auth_digest,medium,CVE-2017-9788,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,apache2,2.4.7-1ubuntu4.17,"In Apache httpd before 2.2.34 and 2.4.x before 2.4.27, the value placeholder in [Proxy-]Authorization headers of type 'Digest' was not initialized or reset before or between successive key=value assignments by mod_auth_digest. Providing an initial key with no '=' assignment could reflect the stale value of uninitialized pool memory used by the prior request, leading to leakage of potentially confidential information, and a segfault in other cases resulting in denial of service.","[first_aid] Apply the vendor security patch for CVE-2017-9788; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package apache2 from 2.4.7-1ubuntu4.9 to 2.4.7-1ubuntu4.17 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade apache2 from 2.4.7-1ubuntu4.9 to 2.4.7-1ubuntu4.17"
133,34.2,P4,720,appsec-legacy,bwapp,trivy,php: out-of-bounds write in fpm_log.c,low,CVE-2016-5114,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.19,"sapi/fpm/fpm/fpm_log.c in PHP before 5.5.31, 5.6.x before 5.6.17, and 7.x before 7.0.2 misinterprets the semantics of the snprintf return value, which allows attackers to obtain sensitive information from process memory or cause a denial of service (out-of-bounds read and buffer overflow) via a long string, as demonstrated by a long URI in a configuration with custom REQUEST_URI logging.","[first_aid] Apply the vendor security patch for CVE-2016-5114; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.19 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.19"
134,34.2,P4,720,appsec-legacy,bwapp,trivy,curl: IMAP FETCH response out of bounds read,medium,CVE-2017-1000257,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libcurl3-gnutls,7.35.0-1ubuntu2.12,"An IMAP FETCH response line indicates the size of the returned data, in number of bytes. When that response says the data is zero bytes, libcurl would pass on that (non-existing) data with a pointer and the size (zero) to the deliver-data function. libcurl's deliver-data function treats zero as a magic number and invokes strlen() on the data to figure out the length. The strlen() is called on a heap based buffer that might not be zero terminated so libcurl might read beyond the end of it into whatever memory lies after (or just crash) and then deliver that to the application as if it was actually downloaded.","[first_aid] Apply the vendor security patch for CVE-2017-1000257; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.12 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.12"
135,34.2,P4,720,appsec-legacy,bwapp,trivy,curl: RTSP RTP buffer over-read,medium,CVE-2018-1000122,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libcurl3-gnutls,7.35.0-1ubuntu2.15,A buffer over-read exists in curl 7.20.0 to and including curl 7.58.0 in the RTSP+RTP handling code that allows an attacker to cause a denial of service or information leakage,"[first_aid] Apply the vendor security patch for CVE-2018-1000122; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.15 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.15"
136,34.2,P4,720,appsec-legacy,bwapp,trivy,perl: Buffer over-read in regular expression parser,medium,CVE-2017-12883,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.3,Buffer overflow in the S_grok_bslash_N function in regcomp.c in Perl 5 before 5.24.3-RC1 and 5.26.x before 5.26.1-RC1 allows remote attackers to disclose sensitive information or cause a denial of service (application crash) via a crafted regular expression with an invalid '\N{U+...}' escape.,"[first_aid] Apply the vendor security patch for CVE-2017-12883; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.3 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.3"
137,34.0,P4,720,appsec-legacy,bwapp,trivy,git: cvsserver command injection,medium,CVE-2017-14867,CWE-78,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.95,git,1:1.9.1-1ubuntu0.7,"Git before 2.10.5, 2.11.x before 2.11.4, 2.12.x before 2.12.5, 2.13.x before 2.13.6, and 2.14.x before 2.14.2 uses unsafe Perl scripts to support subcommands such as cvsserver, which allows attackers to execute arbitrary OS commands via shell metacharacters in a module name. The vulnerable code is reachable via git-shell even without CVS support.","[first_aid] Apply the vendor security patch for CVE-2017-14867; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package git from 1:1.9.1-1ubuntu0.2 to 1:1.9.1-1ubuntu0.7 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade git from 1:1.9.1-1ubuntu0.2 to 1:1.9.1-1ubuntu0.7"
